,Ef,rho,of,gtf,ea_mean,spec_heat_mean,heat_fus_mean,vdw_mean,atom_rad_mean,av_ionrad_mean,av_rsp_mean,x_mean,Ehull,Eg
0,-0.6579999999999999,5.29,0.818181818,1.079516353,0.8603044,0.3778,0.28925120000000004,2.126,1.3,0.7384,0.8745,1.9080000000000001,0.011000000000000001,0.0
1,-0.9009999999999999,5.131,1.211778029,0.9750325459999999,2.574204,0.6426,0.06628328,2.128,1.48,1.1058,1.057,2.4419999999999997,0.0,0.68
2,-0.865,4.752,1.211778029,0.920723269,2.5770627999999998,0.667,0.06649048,2.048,1.49,1.0758,1.036,2.448,0.0,0.7509999999999999
3,-1.9869999999999999,3.563,1.291053228,0.941294395,2.117388,0.74298,0.05807816,2.258,1.57,1.1198,1.091,2.134,0.0,4.404
4,-1.9580000000000002,3.0269999999999997,1.291053228,0.8399296070000001,2.1233568,0.84598,0.05857544,2.122,1.49,1.0618,1.0290000000000001,2.14,0.001,4.595
5,-1.962,3.355,1.291053228,0.888864332,2.1202468,0.7673800000000001,0.05828536,2.178,1.58,1.0898,1.07,2.14,0.0,4.628
6,-1.278,4.332,1.2344280859999999,0.96514879,1.9673779999999998,0.66278,0.05343688,2.112,1.52,1.1098,1.0125,2.272,0.0,2.9019999999999997
7,-1.251,4.305,1.2344280859999999,0.911390038,1.9702368000000001,0.68718,0.05364408,2.032,1.53,1.0798,0.9915,2.278,0.0,2.7539999999999996
8,-0.8859999999999999,5.757999999999999,1.2344280859999999,0.7941959590000001,1.9130528000000002,0.64018,0.05780880000000001,1.818,1.38,1.0144,0.805,2.438,0.001,2.747
9,0.138,4.511,0.8697621740000001,0.78077266,2.2837528,0.7421800000000001,0.1120952,2.08,1.24,0.8714,0.8059999999999999,2.484,0.785,0.0
10,-0.892,4.1610000000000005,0.8697621740000001,1.089141456,2.2477367999999998,0.72538,0.07415688,2.1959999999999997,1.49,1.0154,0.972,2.316,0.011000000000000001,0.0
11,-1.1320000000000001,4.165,1.064552661,1.044563117,2.245678,0.70638,0.08285928,2.286,1.49,1.0798,1.035,2.266,0.067,0.0
12,-0.932,4.355,0.928652322,1.1181670940000001,2.3594779999999997,0.69366,0.06752648,2.076,1.48,1.0558,0.995,2.314,0.0,0.37799999999999995
13,-1.6130000000000002,4.825,1.280860702,0.945500775,2.182878,0.65018,0.06338248,2.358,1.56,1.1179999999999999,1.0888,2.178,0.094,0.0
14,-1.5530000000000002,4.296,1.280860702,0.843683016,2.1888468,0.7531800000000001,0.06387976,2.222,1.48,1.06,1.0268,2.184,0.14400000000000002,0.0
15,-1.561,4.537,1.280860702,0.892836417,2.1857368,0.6745800000000001,0.06358968,2.278,1.57,1.088,1.0678,2.184,0.129,0.0
16,-1.973,4.184,1.357870895,0.9146198659999999,2.135278,0.65318,0.05965288,2.362,1.58,1.1316,1.0922,2.174,0.0,0.937
17,-0.813,4.582,0.966024915,1.0969116140000001,2.142678,0.70658,0.06897688,2.2840000000000003,1.49,1.0624,1.002,2.3,0.24,0.507
18,-0.408,5.204,0.966024915,0.7425435840000001,2.1083528,0.7047800000000001,0.07140112,1.984,1.28,0.8884,0.7759999999999999,2.498,0.264,0.0
19,-0.955,3.806,0.966024915,0.978788937,2.1486468,0.80958,0.06947416,2.148,1.41,1.0044,0.94,2.306,0.052000000000000005,0.057
20,-0.529,5.907,0.966024915,0.9026201770000001,2.0883528,0.68398,0.0733488,1.99,1.35,0.9670000000000001,0.7945,2.4659999999999997,0.018000000000000002,0.0
21,-1.099,3.63,0.860702152,0.767359337,2.2277626,1.35658,0.05385128,1.848,1.24,0.8618,0.6905,2.334,0.0,2.937
22,-1.13,3.986,0.87202718,1.151989451,2.3590204,0.68106,0.10627288,2.218,1.46,1.0458,0.9470000000000001,2.336,0.0,1.4769999999999999
23,-1.0979999999999999,3.557,0.87202718,1.087823681,2.3618792,0.7054600000000001,0.10648008,2.138,1.47,1.0158,0.9259999999999999,2.342,0.0,1.994
24,-1.028,4.564,1.409966025,0.8948489479999999,2.008838,0.64468,0.04512816,2.106,1.51,1.1408,1.032,2.334,0.003,1.902
25,-1.507,3.863,1.064552661,0.78468295,2.0830628,0.7411800000000001,0.0605024,1.9580000000000002,1.36,0.9458,0.865,2.332,0.0,3.147
26,-0.7929999999999999,4.906000000000001,1.064552661,0.7652889079999999,1.9330528000000002,0.66098,0.05586112,1.8119999999999998,1.31,0.9358,0.7865,2.47,0.008,2.2230000000000003
27,-1.205,3.536,1.064552661,0.932077672,2.1784467999999997,0.7663800000000001,0.04763528,2.046,1.44,1.0218,0.934,2.296,0.0,2.278
28,-1.163,4.155,1.064552661,0.676076314,1.9952328000000001,0.81898,0.06083392,1.8419999999999999,1.3,0.8898,0.768,2.394,0.011000000000000001,2.06
29,-0.752,4.5569999999999995,1.064552661,0.5938455739999999,2.0743448,0.71078,0.07015792,1.986,1.28,0.8474,0.787,2.4419999999999997,0.004,1.626
30,-1.662,3.759,0.973952435,1.092506346,2.029558,0.82078,0.05840968,2.142,1.51,1.0638,0.9940000000000001,2.1959999999999997,0.0,4.045
31,-0.8220000000000001,4.025,0.733861835,1.2437874340000001,2.10867,0.71258,0.06773368,2.286,1.49,1.0214,1.013,2.244,0.42,1.291
32,-1.1909999999999998,3.7,0.733861835,1.109848201,2.1146388,0.81558,0.06823096,2.15,1.41,0.9634,0.951,2.25,0.001,1.788
33,-1.06,3.804,0.733861835,1.17450852,2.1115288,0.73698,0.06794088,2.206,1.5,0.9914,0.992,2.25,0.14400000000000002,1.247
34,-0.958,4.407,0.838052095,1.1732831559999999,2.3436779999999997,0.70578,0.07602168,2.122,1.48,1.0398,1.0090000000000001,2.316,0.0,0.821
35,-0.946,4.232,0.838052095,1.107931328,2.3465368,0.73018,0.07622888,2.042,1.49,1.0098,0.988,2.322,0.0,0.479
36,-1.3159999999999998,4.781000000000001,1.27180068,0.9492714659999999,2.185278,0.64218,0.05026672,2.2,1.57,1.1164,1.0,2.4,0.0,2.889
37,-0.565,2.611,0.9966024920000001,0.624885062,2.5201394,0.89018,0.06180776,1.838,1.14,0.8408,0.6375,2.614,0.392,0.19899999999999998
38,-0.847,4.019,1.147225368,0.635128085,2.6009467999999996,0.68562,0.1027712,2.002,1.21,0.8964,0.7645,2.6060000000000003,0.0,0.733
39,-1.643,4.45,1.39184598,0.9016281070000001,2.1456779999999998,0.65598,0.05799528,2.37,1.58,1.1376,1.093,2.168,0.08800000000000001,0.0
40,-1.227,4.001,0.93997735,1.111639557,2.3348914,0.66018,0.05488728,2.23,1.5,1.0578,0.9790000000000001,2.326,0.0,0.597
41,-2.036,3.6180000000000003,1.4949037369999998,0.864384277,2.1220779999999997,0.67678,0.05695928,2.294,1.61,1.1558,1.112,2.124,0.0,4.559
42,-0.77,4.492,1.464326161,0.553402044,2.5909728,0.6615800000000001,0.1278424,2.0340000000000003,1.26,0.9524,0.8029999999999999,2.516,0.0,0.594
43,-1.393,4.115,0.964892412,1.09754384,2.128278,0.72078,0.07912968,2.2880000000000003,1.49,1.0622,1.0490000000000002,2.242,0.0,0.0
44,-1.348,3.53,0.964892412,0.979353081,2.1342467999999997,0.82378,0.07962696,2.1519999999999997,1.41,1.0042,0.987,2.248,0.013000000000000001,0.0
45,-1.367,3.9360000000000004,0.964892412,1.036410689,2.1311367999999997,0.7451800000000001,0.07933688,2.208,1.5,1.0322,1.028,2.248,0.0,0.0
46,-1.5719999999999998,5.104,1.2400906,0.962709081,2.318478,0.64878,0.07519288,2.356,1.56,1.1108,1.0854,2.184,0.12300000000000001,0.0
47,-1.508,4.48,1.2400906,0.859038218,2.3244467999999996,0.75178,0.07569016,2.22,1.48,1.0528,1.0234,2.19,0.17800000000000002,0.0
48,-1.515,4.791,1.2400906,0.9090862209999999,2.3213367999999996,0.67318,0.07540008,2.276,1.57,1.0808,1.0644,2.19,0.163,0.0
49,-1.265,4.133,0.8799546999999999,1.147131664,2.217478,0.71458,0.08762488,2.28,1.48,1.0472,1.034,2.26,0.0,0.659
50,-1.228,3.8810000000000002,0.8799546999999999,1.083236473,2.2203367999999997,0.73898,0.08783208,2.2,1.49,1.0172,1.013,2.266,0.0,0.588
51,-2.026,4.798,1.2276330690000001,0.9680928120000001,2.108478,0.64758,0.05633768,2.344,1.56,1.1086,1.084,2.154,0.0,4.35
52,-1.995,4.371,1.2276330690000001,0.8638421940000001,2.1144467999999996,0.75058,0.05683496,2.208,1.48,1.0506,1.022,2.16,0.0,4.512
53,-2.0,4.635,1.2276330690000001,0.914170079,2.1113367999999997,0.67198,0.05654488,2.2640000000000002,1.57,1.0786,1.063,2.16,0.0,4.485
54,-1.4369999999999998,3.82,1.393589744,0.9809354920000001,2.5223596,0.38232,0.04763528,2.08,1.44,1.0474,0.9715,2.44,0.0,0.0
55,-1.402,4.428999999999999,1.371794872,0.9899494940000001,2.7236856,0.36114,0.05012168,2.068,1.39,1.044,1.0,2.562,0.0,0.8320000000000001
56,0.038,2.37,0.384615385,1.054112887,2.6424716,0.47231999999999996,0.2519552,1.824,1.03,0.6940000000000001,0.555,2.798,1.1640000000000001,0.7909999999999999
57,-2.6310000000000002,2.8360000000000003,1.4615384619999998,0.953857585,2.2668696,0.46152,0.04191656,2.198,1.48,1.058,1.034,2.254,0.0,5.334
58,-2.6,2.096,1.4615384619999998,0.847054998,2.2728384,0.56452,0.04241384,2.062,1.4,1.0,0.972,2.26,0.0,5.566
59,-1.8330000000000002,3.736,1.3974358969999998,0.9793617990000001,2.1168596,0.38132,0.03727528,2.052,1.43,1.048,0.9555,2.392,0.0,2.492
60,-1.8130000000000002,3.1319999999999997,1.3974358969999998,0.869703528,2.1228284,0.48432,0.03777256,1.916,1.35,0.99,0.8935,2.398,0.0,3.51
61,-1.819,3.478,1.3974358969999998,0.922642003,2.1197183999999996,0.40571999999999997,0.03748248,1.972,1.44,1.018,0.9345,2.398,0.0,3.554
62,-1.435,4.989,1.3974358969999998,0.79899285,2.0625343999999997,0.35872,0.041647199999999995,1.758,1.29,0.9526,0.748,2.5580000000000003,0.0,3.293
63,-1.538,3.5660000000000003,0.984615385,1.183079175,2.3943596,0.41952,0.05778808,2.2159999999999997,1.39,0.9836,0.9359999999999999,2.43,0.006,0.0
64,-1.5119999999999998,3.1830000000000003,0.984615385,1.114561076,2.3972184,0.44392,0.05799528,2.136,1.4,0.9536,0.915,2.436,0.009000000000000001,0.0
65,-1.113,4.876,0.984615385,0.9651916209999999,2.3400343999999995,0.39692,0.06216,1.922,1.25,0.8882,0.7285,2.596,0.008,0.0
66,-1.7480000000000002,3.228,1.205128205,1.064771258,2.3951596,0.42491999999999996,0.06669768,2.226,1.4,1.018,0.978,2.386,0.005,0.14800000000000002
67,-1.7280000000000002,2.826,1.205128205,1.003104969,2.3980183999999998,0.44932,0.06690488,2.146,1.41,0.988,0.9570000000000001,2.392,0.019,0.499
68,-1.4780000000000002,3.46,1.051282051,1.1446291020000001,2.5089596000000003,0.4122,0.05136488,2.016,1.39,0.9940000000000001,0.938,2.434,0.0,0.551
69,-1.409,2.065,1.051282051,1.016465998,2.5149284,0.5152,0.05186216,1.88,1.31,0.9359999999999999,0.8759999999999999,2.44,0.042,0.242
70,-1.436,3.147,1.051282051,1.078337841,2.5118183999999997,0.4366,0.05157208,1.936,1.4,0.9640000000000001,0.917,2.44,0.035,0.244
71,-2.593,3.596,1.537179487,0.9254201940000001,2.2847596,0.37172,0.04349128,2.302,1.49,1.0698,1.0352,2.294,0.0,1.094
72,-2.528,3.155,1.537179487,0.87182443,2.2876184,0.39611999999999997,0.04369848,2.222,1.5,1.0398,1.0142,2.3,0.034,0.33799999999999997
73,-1.379,3.44,1.093589744,1.121498202,2.2921596,0.42512,0.05281528,2.224,1.4,1.0006,0.945,2.42,0.256,0.0
74,-1.327,2.7119999999999997,1.093589744,0.995925044,2.2981284,0.52812,0.05331256,2.088,1.32,0.9426,0.883,2.426,0.18600000000000003,0.049
75,-1.528,3.312,1.093589744,1.056546568,2.2950183999999996,0.44952,0.05302248,2.144,1.41,0.9706,0.924,2.426,0.071,0.0
76,-1.703,2.5789999999999997,0.974358974,0.771389216,2.3772442000000003,1.07512,0.03768968,1.788,1.15,0.8,0.6335,2.454,0.0,3.6889999999999996
77,-1.702,3.082,0.987179487,1.181552621,2.508502,0.3996,0.09011128,2.158,1.37,0.9840000000000001,0.89,2.456,0.0,2.8480000000000003
78,-1.681,2.589,0.987179487,1.1131229329999999,2.5113608,0.424,0.09031848,2.0780000000000003,1.38,0.9540000000000001,0.8690000000000001,2.4619999999999997,0.0,3.7889999999999997
79,-1.545,4.166,1.596153846,0.904398303,2.1583196,0.36322,0.02896656,2.046,1.42,1.079,0.975,2.454,0.0,1.9869999999999999
80,-1.431,4.619,1.596153846,0.677425756,2.1735796,0.56082,0.03002328,1.814,1.26,0.9490000000000001,0.809,2.4819999999999998,0.0,1.933
81,-2.311,2.9339999999999997,1.102564103,1.116711319,2.1790396,0.53932,0.04224808,2.082,1.42,1.002,0.937,2.316,0.0,5.126
82,-2.25,2.26,1.102564103,0.9916741440000001,2.1850084,0.64232,0.04274536,1.946,1.34,0.9440000000000001,0.875,2.322,0.003,4.485
83,-2.272,2.659,1.102564103,1.052036918,2.1818984,0.56372,0.04245528,2.002,1.43,0.972,0.9159999999999999,2.322,0.0,4.75
84,-1.8459999999999999,3.338,0.8307692309999999,1.282497593,2.2581516,0.43112,0.05157208,2.226,1.4,0.9596,0.956,2.364,0.0,1.493
85,-1.319,2.615,0.8307692309999999,1.138897477,2.2641204,0.5341199999999999,0.05206936,2.09,1.32,0.9016,0.894,2.37,0.47200000000000003,1.9609999999999999
86,-1.287,2.546,0.8307692309999999,0.960635263,2.2734116,0.62872,0.0526288,1.994,1.24,0.8296,0.79,2.392,0.45,2.285
87,-1.8119999999999998,3.0189999999999997,0.8307692309999999,1.208221671,2.2610104,0.45552,0.05177928,2.146,1.41,0.9296,0.935,2.37,0.0,1.314
88,-1.005,1.99,0.807692308,0.962868808,2.1580444,0.62112,0.038332,1.8219999999999998,1.09,0.8220000000000001,0.657,2.7039999999999997,0.6809999999999999,1.57
89,-0.373,1.8559999999999999,0.807692308,0.9377940999999999,2.0080343999999997,0.54092,0.03369072,1.676,1.04,0.812,0.5785,2.842,0.535,2.032
90,0.405,2.592,0.807692308,0.818939981,2.1833343999999997,0.58472,0.04923072,1.848,1.01,0.7646,0.568,2.87,1.325,0.0
91,0.8640000000000001,3.8989999999999996,0.807692308,1.0155256959999999,2.0494944,0.52282,0.025382,1.67,1.03,0.843,0.598,2.904,1.476,0.0
92,-0.24,2.6630000000000003,0.807692308,0.7161336759999999,2.1493264,0.59072,0.04798752,1.85,1.01,0.7236,0.579,2.8139999999999996,0.659,0.377
93,-1.089,2.583,0.807692308,0.7798234359999999,2.3027344,0.5451199999999999,0.09522912,1.85,1.02,0.7490000000000001,0.629,2.9360000000000004,0.0,1.671
94,0.696,3.06,0.807692308,0.76227114,2.3843343999999997,0.58392,0.05627552,1.686,1.0,0.742,0.575,2.886,1.2890000000000001,0.0
95,-0.39299999999999996,2.081,0.807692308,0.780826424,2.2581344,0.59272,0.06787872,1.844,1.0,0.7494,0.6,2.83,0.9570000000000001,0.0
96,-1.5659999999999998,3.58,0.9487179490000001,1.204872739,2.4931596000000003,0.42432,0.05986008,2.062,1.39,0.978,0.9520000000000001,2.436,0.0,0.821
97,-1.5190000000000001,2.775,0.9487179490000001,1.069964208,2.4991284,0.52732,0.06035736,1.926,1.31,0.92,0.89,2.4419999999999997,0.0,0.703
98,-1.54,3.2460000000000004,0.9487179490000001,1.135092465,2.4960183999999996,0.44872,0.06006728,1.982,1.4,0.948,0.9309999999999999,2.4419999999999997,0.0,0.726
99,-1.11,4.921,0.9487179490000001,0.982971466,2.4388343999999997,0.40171999999999997,0.06423200000000001,1.768,1.25,0.8826,0.7445,2.602,0.0,0.8340000000000001
100,-1.869,3.9330000000000003,1.43974359,0.9623786459999999,2.3347596,0.36072,0.03410512,2.14,1.48,1.0546,0.943,2.52,0.006999999999999999,2.395
101,-1.807,3.535,1.43974359,0.906642431,2.3376183999999998,0.38511999999999996,0.03431232,2.06,1.49,1.0246,0.922,2.526,0.043,2.186
102,-1.472,3.33,1.084615385,1.1263263000000001,2.3743596,0.38332,0.05882408,2.062,1.4,0.9992,0.9790000000000001,2.494,0.01,1.466
103,-2.326,3.108,1.134615385,1.099943882,2.2995596000000003,0.44872,0.05737368,2.158,1.44,1.0070000000000001,1.0090000000000001,2.326,0.019,0.0
104,-2.286,2.73,1.134615385,1.036240568,2.3024183999999996,0.47312,0.05758088,2.0780000000000003,1.45,0.977,0.988,2.332,0.0,0.0
105,-1.4580000000000002,3.261,1.298717949,0.630993224,2.7504284,0.40415999999999996,0.0866096,1.942,1.12,0.8346,0.7075,2.7260000000000004,0.0,0.758
106,-2.278,3.889,1.575641026,0.911601077,2.2951596000000003,0.37451999999999996,0.04183368,2.31,1.49,1.0758,1.036,2.2880000000000003,0.10800000000000001,0.0
107,-1.8030000000000002,3.145,1.0641025640000001,1.137519605,2.484373,0.37872,0.03872568,2.17,1.41,0.996,0.922,2.4459999999999997,0.0,2.972
108,-2.654,2.963,1.692307692,0.872098363,2.2715596000000002,0.39532,0.04079768,2.234,1.52,1.094,1.055,2.244,0.0,5.311
109,-2.615,2.63,1.692307692,0.821590736,2.2744183999999996,0.41972,0.04100488,2.154,1.53,1.064,1.034,2.25,0.009000000000000001,4.896
110,-1.5019999999999998,2.944,0.951282051,1.068558211,2.3779284,0.45092,0.07237496,2.088,1.31,0.9204,0.937,2.44,0.05,1.695
111,-2.046,3.312,1.092307692,1.1221853940000002,2.2777596,0.43932,0.06296808,2.228,1.4,1.0004,0.992,2.362,0.009000000000000001,0.0
112,-2.001,2.474,1.092307692,0.996535292,2.2837283999999998,0.54232,0.06346536,2.092,1.32,0.9424,0.93,2.3680000000000003,0.012,0.0
113,-1.982,2.9819999999999998,1.092307692,1.057193962,2.2806184,0.46371999999999997,0.06317528,2.148,1.41,0.9704,0.971,2.3680000000000003,0.013999999999999999,0.0
114,-1.857,4.349,1.7089743590000002,0.548819272,2.1247144000000002,0.51672,0.04662,1.788,1.28,0.9066,0.7295,2.4819999999999998,0.018000000000000002,4.01
115,-1.431,4.619,1.7089743590000002,0.47787434100000004,2.2038264,0.40852,0.05594400000000001,1.932,1.26,0.8642,0.7485,2.53,0.0,1.933
116,-2.218,4.522,1.403846154,0.9767501670000001,2.4679596,0.36732,0.05903128,2.296,1.47,1.0490000000000002,1.0284,2.3040000000000003,0.20199999999999999,0.0
117,-1.891,3.267,0.9961538459999999,1.176240567,2.3669596,0.43312,0.07146328,2.22,1.39,0.9854,0.977,2.38,0.0,0.483
118,-1.827,2.471,0.9961538459999999,1.0445379559999999,2.3729284,0.5361199999999999,0.07196056,2.084,1.31,0.9274,0.915,2.386,0.0,0.375
119,-1.86,2.9189999999999996,0.9961538459999999,1.108118527,2.3698183999999998,0.45752,0.07167048,2.14,1.4,0.9554,0.956,2.386,0.0,0.0
120,-1.45,4.473,0.9961538459999999,0.9596124779999999,2.3126344,0.41052,0.07583519999999999,1.926,1.25,0.89,0.7695,2.546,0.001,0.33
121,-2.6910000000000003,4.2860000000000005,1.38974359,0.9825142509999999,2.2579596,0.36612,0.04017608,2.2840000000000003,1.47,1.0468,1.0270000000000001,2.274,0.0,5.343999999999999
122,-1.6840000000000002,5.615,1.541843972,0.581232304,2.4335137000000002,0.6256,0.05859616,1.706,0.89,0.794,0.561,3.15,0.228,0.0
123,-2.15,5.255,1.541843972,0.992395957,2.3954389,0.5898,0.02936024,1.912,1.14,1.0024,0.79,2.932,0.0,0.0
124,-2.137,3.9819999999999998,1.541843972,0.877964614,2.4014077,0.6928,0.02985752,1.776,1.06,0.9444,0.728,2.938,0.0,0.0
125,-1.614,3.6889999999999996,1.541843972,0.617534661,2.2181937,0.7454,0.04305616,1.5719999999999998,0.92,0.8124,0.562,3.036,1.176,0.0
126,-1.359,4.256,1.541843972,0.533881403,2.2973057,0.6372,0.05238016,1.716,0.9,0.77,0.581,3.0839999999999996,0.912,0.0
127,-0.489,4.519,1.541843972,0.57018376,2.5323137000000004,0.6304,0.06066816,1.5519999999999998,0.89,0.7884,0.5770000000000001,3.156,1.2670000000000001,0.0
128,-2.149,4.757,1.541843972,0.933207331,2.3982977,0.6142,0.02956744,1.8319999999999999,1.15,0.9724,0.769,2.938,0.0,0.0
129,-2.055,5.216,1.541843972,0.625426478,2.1767337,0.619,0.04025896,1.504,0.89,0.8164,0.547,3.1039999999999996,0.018000000000000002,1.341
130,-2.762,5.027,0.836879433,1.3732614319999998,2.0313988999999997,0.9068,0.02241904,1.874,1.03,0.903,0.6605,2.86,0.665,5.595
131,-1.507,2.568,0.425531915,0.9603987629999999,2.4559375,0.7020000000000001,0.27657056,1.5919999999999999,0.67,0.615,0.327,3.3339999999999996,0.49200000000000005,3.319
132,-1.524,1.99,0.425531915,0.88300399,2.4424375,0.7903399999999999,0.22050224,1.5819999999999999,0.64,0.593,0.3095,3.3360000000000003,0.597,3.215
133,-1.452,3.068,0.425531915,1.405770496,2.6872974999999997,0.6766,0.25543616,1.6340000000000001,0.72,0.7416,0.3525,3.318,0.418,2.508
134,-3.741,3.97,1.6170212769999999,0.963888106,2.1399489,0.669,0.02364152,2.03,1.18,1.013,0.8525,2.7460000000000004,0.0,6.877000000000001
135,-3.7430000000000003,2.609,1.6170212769999999,0.85274395,2.1459177000000005,0.772,0.024138800000000002,1.8940000000000001,1.1,0.955,0.7905,2.752,0.0,6.647
136,-3.6319999999999997,3.2460000000000004,1.6170212769999999,0.6151254110000001,2.1692335,1.3346,0.02552704,1.7080000000000002,0.95,0.831,0.5825,2.784,0.187,6.742000000000001
137,-3.737,3.2889999999999997,1.6170212769999999,0.9063997490000001,2.1428077,0.6934,0.02384872,1.95,1.19,0.983,0.8315,2.752,0.0,6.397
138,-2.73,5.284,1.546099291,0.9907373559999999,1.9899388999999998,0.5888,0.01900024,1.8840000000000001,1.13,1.003,0.774,2.884,0.0,3.3080000000000003
139,-2.735,4.044,1.546099291,0.876497264,1.9959077,0.6918,0.01949752,1.7480000000000002,1.05,0.945,0.7120000000000001,2.89,0.0,3.358
140,-2.696,4.226,1.546099291,0.734681976,2.0051989,0.7864,0.02005696,1.652,0.97,0.873,0.608,2.912,0.0,3.513
141,-2.7260000000000004,4.635,1.546099291,0.931647653,1.9927977,0.6132,0.01920744,1.804,1.14,0.973,0.753,2.89,0.0,3.175
142,-1.8,1.9180000000000001,1.1063829790000002,0.478547014,3.0156822999999995,0.7320399999999999,0.22580656,1.5719999999999998,0.64,0.639,0.2865,3.53,0.012,6.606
143,-2.57,4.781000000000001,1.089361702,1.207314022,2.2674388999999997,0.627,0.03951304,2.048,1.09,0.9386,0.7545,2.9219999999999997,0.043,0.0
144,-2.517,3.721,1.089361702,1.068100875,2.2734077,0.73,0.04001032,1.912,1.01,0.8806,0.6925,2.928,0.132,2.199
145,-2.487,3.762,1.089361702,0.895284553,2.2826988999999998,0.8246,0.04056976,1.8159999999999998,0.93,0.8086,0.5885,2.95,0.166,2.952
146,-2.381,4.353,1.089361702,1.135307222,2.2702977000000004,0.6514,0.03972024,1.9680000000000002,1.1,0.9086,0.7335,2.928,0.244,0.0
147,-2.946,3.1910000000000003,1.333333333,0.9564210259999999,2.2742077000000003,0.7354,0.04891992,1.922,1.02,0.915,0.7345,2.884,0.0,1.943
148,-2.9,4.043,1.333333333,1.0166003270000001,2.2710977000000003,0.6568,0.04862984,1.9780000000000002,1.11,0.943,0.7755,2.884,0.006,0.9990000000000001
149,-2.246,2.728,1.163120567,1.031680386,2.3880077,0.72268,0.03358712,1.712,1.01,0.8909999999999999,0.6945,2.932,0.131,0.021
150,-2.329,3.878,1.163120567,0.8647568179999999,2.3972988999999996,0.81728,0.03414656,1.6159999999999999,0.93,0.8190000000000001,0.5905,2.9539999999999997,0.0,0.081
151,-2.355,4.578,1.163120567,1.096595107,2.3848977000000002,0.64408,0.03329704,1.768,1.1,0.919,0.7355,2.932,0.0,0.0
152,-1.921,7.468999999999999,1.163120567,0.944972866,2.3277137000000003,0.59708,0.03746176,1.554,0.95,0.8536,0.5489999999999999,3.092,0.0,0.0
153,-3.6,5.0089999999999995,1.70070922,0.9340197240000001,2.1578389,0.5792,0.02521624,2.134,1.19,1.0248,0.8537,2.786,0.0,0.0
154,-2.858,4.796,1.209929078,1.141446441,2.1652389,0.6326,0.03454024,2.056,1.1,0.9556,0.7635,2.912,0.006999999999999999,3.423
155,-2.622,3.491,1.209929078,1.009828362,2.1712077,0.7356,0.03503752,1.92,1.02,0.8976,0.7015,2.918,0.22,2.915
156,-2.515,3.543,1.209929078,0.846440402,2.1804989,0.8302,0.03559696,1.824,0.94,0.8256,0.5975,2.94,0.331,3.01
157,-2.386,4.38,1.209929078,1.0733681240000001,2.1680977,0.657,0.03474744,1.976,1.11,0.9256,0.7425,2.918,0.43200000000000005,0.0
158,-2.4530000000000003,6.886,1.209929078,0.9249573940000001,2.1109137000000002,0.61,0.03891216,1.7619999999999998,0.96,0.8602,0.556,3.0780000000000003,0.0,0.0
159,-2.269,6.345,1.765957447,0.911986438,2.0313988999999997,0.5707,0.01069152,1.8780000000000001,1.12,1.034,0.7935,2.946,0.0,0.7559999999999999
160,-2.2230000000000003,5.058,1.765957447,0.806826968,2.0373677,0.6737,0.011188799999999999,1.742,1.04,0.976,0.7315,2.952,0.0,0.643
161,-2.25,5.757000000000001,1.765957447,0.857593609,2.0342577,0.5951,0.01089872,1.798,1.13,1.004,0.7725,2.952,0.0,0.652
162,-1.4909999999999999,2.781,1.805673759,0.35927316200000003,2.9049449000000003,0.7222,0.23525488,1.618,0.72,0.7376,0.344,3.43,0.163,3.697
163,-3.767,5.021,1.276595745,0.967040115,2.1932475,1.2494,0.02440816,1.7819999999999998,1.02,0.9009999999999999,0.6227,2.762,0.015,6.564
164,-3.4419999999999997,4.626,1.219858156,1.13634093,2.0521189,0.7468,0.02397304,1.9140000000000001,1.12,0.9570000000000001,0.7555,2.8080000000000003,0.057999999999999996,6.702999999999999
165,-3.5639999999999996,3.002,1.219858156,1.005311558,2.0580877,0.8498,0.02447032,1.778,1.04,0.899,0.6935,2.8139999999999996,0.0,6.954
166,-3.513,2.949,1.219858156,0.842654407,2.0673789,0.9444,0.02502976,1.682,0.96,0.8270000000000001,0.5895,2.8360000000000003,0.0,6.752999999999999
167,-3.528,3.78,1.219858156,1.068567117,2.0549777,0.7712,0.02418024,1.834,1.13,0.927,0.7345,2.8139999999999996,0.0,6.665
168,-3.012,4.569,0.9191489359999999,1.314392871,2.1312309,0.6386,0.03329704,2.0580000000000003,1.1,0.9146,0.7745,2.8560000000000003,0.0,3.4539999999999997
169,-3.04,3.239,0.9191489359999999,1.162832659,2.1371997000000005,0.7416,0.03379432,1.922,1.02,0.8566,0.7125,2.862,0.0,2.674
170,-2.475,3.362,0.9191489359999999,0.9746889479999999,2.1464909,0.8362,0.03435376,1.8259999999999998,0.94,0.7846,0.6085,2.884,0.503,2.687
171,-3.035,4.088,0.9191489359999999,1.235999658,2.1340897,0.6629999999999999,0.03350424,1.9780000000000002,1.11,0.8846,0.7535,2.862,0.0,2.966
172,-0.861,3.69,0.893617021,0.950754062,1.8811136999999998,0.7484,0.01541568,1.508,0.74,0.767,0.397,3.3339999999999996,0.782,2.274
173,-0.037000000000000005,4.034,0.893617021,0.780200965,2.1586137,0.7866,0.03592848,1.672,0.7,0.7026,0.3775,3.372,1.6869999999999998,0.0
174,-0.33299999999999996,3.803,0.893617021,0.8077437009999999,2.2732137000000003,0.77928,0.02950528,1.472,0.7,0.713,0.3795,3.3760000000000003,0.898,0.0
